id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways
rxn00973_m0	=	m_0	(78970_gene)	CustomReaction_m0		1.42		(1)  cpd00137[m0] <=> (1)  cpd00260[m0]	(1)  Citrate[m0] <=> (1)  Isocitrate[m0]	rxn00973	ACONT	R01324		
rxn06449_m0	=	m_0	(122123_gene)	CustomReaction_m0				(1)  cpd00002[m0] + (1)  cpd00156[m0] + (1)  cpd11924[m0] <=> (1)  cpd00012[m0] + (1)  cpd00018[m0] + (1)  cpd12133[m0]	(1)  ATP[m0] + (1)  L-Valine[m0] + (1)  tRNA(Val) [m0] <=> (1)  PPi[m0] + (1)  AMP[m0] + (1)  L-Valyl-tRNA(Val) [m0]	rxn06449	VALTRS	R03665	Aminoacyl-tRNA biosynthesis	
rxn02200_m0	=	m_0	(120963_gene)	CustomReaction_m0		-18.92		(1)  cpd00443[m0] + (1)  cpd00954[m0] <=> (1)  cpd00001[m0] + (1)  cpd00683[m0]	(1)  ABEE[m0] + (1)  6-hydroxymethyl dihydropterin[m0] <=> (1)  H2O[m0] + (1)  Dihydropteroate[m0]	rxn02200	DHPS	R03066	Folate biosynthesis	
rxn10770_c0	=	Cytosol_0	(114889_gene)	R08557_c0		5.22		(1)  cpd00003[c0] + (1)  cpd00098[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd00447[c0]	(1)  NAD[c0] + (1)  Choline[c0] <=> (1)  NADH[c0] + (1)  H+[c0] + (1)  Betaine aldehyde[c0]	rxn10770	CHOLD	R08557	Glycine, serine and threonine metabolism	Betaine-Biosynthesis|Biosynthesis|Polyamine-Biosynthesis
rxn12050_c0	=	Cytosol_0	(131412_gene)	CustomReaction_c0				(1)  cpd14475[c0] + (1)  cpd16464_c0[c0] <=> (1)  cpd00001[c0] + (1)  cpd11848[c0] + (1)  cpd16465_c0[c0]	(1)  ROOH[c0] + (1)  Tryparedoxin[c0] <=> (1)  H2O[c0] + (1)  ROH[c0] + (1)  Tryparedoxin disulfide[c0]	rxn12050		R08360	Glutathione metabolism	
rxn00020_c0	=	Cytosol_0	((121107_gene or 115576_gene))	cellobiose glucohydrolase_c0		-3.11		(1)  cpd00001[c0] + (1)  cpd00158[c0] <=> (2)  cpd00190[c0]	(1)  H2O[c0] + (1)  CELB[c0] <=> (2)  beta-D-Glucose[c0]	rxn00020		R00026	Starch and sucrose metabolism	
rxn03913_r0	=	r_0	(50189_gene)	CustomReaction_r0		12.06		(1)  cpd00005[r0] + (1)  cpd00067[r0] + (1)  cpd03223[r0] <=> (1)  cpd00006[r0] + (1)  cpd01170[r0]	(1)  NADPH[r0] + (1)  H+[r0] + (1)  5,7,22,24(28) -Ergostatetraenol[r0] <=> (1)  NADP[r0] + (1)  Ergosterol[r0]	rxn03913	ERG4	R05641	Steroid biosynthesis	Biosynthesis|ERGOSTEROL-SYN-PWY|Lipid-Biosynthesis|Sterol-Biosynthesis
rxn01419_c0	=	Cytosol_0	(114849_gene)	(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate:NAD+ oxidoreductase (decarboxylating)_c0		3.13		(1)  cpd00003[c0] + (1)  cpd03372[c0] <=> (1)  cpd00004[c0] + (1)  cpd00011[c0] + (1)  cpd00067[c0] + (1)  cpd00269[c0]	(1)  NAD[c0] + (1)  Homoisocitrate[c0] <=> (1)  NADH[c0] + (1)  CO2[c0] + (1)  H+[c0] + (1)  2-Oxoadipate[c0]	rxn01419		R01934	Lysine biosynthesis	Amino-Acid-Biosynthesis|Biosynthesis|Cofactor-Biosynthesis|IND-AMINO-ACID-SYN|LYSINE-AMINOAD-PWY|LYSINE-SYN|P241-PWY
rxn12052_c0	=	Cytosol_0	(131412_gene)	trypanothione:hydroperoxide oxidoreductase_c0		-26.31		(1)  cpd01418[c0] + (1)  cpd14475[c0] <=> (1)  cpd00001[c0] + (1)  cpd02026[c0] + (1)  cpd11848[c0]	(1)  TSH[c0] + (1)  ROOH[c0] <=> (1)  H2O[c0] + (1)  TSST[c0] + (1)  ROH[c0]	rxn12052		R08362	Glutathione metabolism	
R-GLUCISOM-45-RXN-45-L2R_c0	=	Cytosol_0	149901_gene	CustomReaction_c0				(1)  cpd00190[c0] <=> (1)  M-FRU_c0[c0]	(1)  beta-D-Glucose[c0] <=> (1)  D-fructose[c0]	rxn00000				
R-RXN2T-45-278-45-L2R_c0	=	Cytosol_0	149422_gene	CustomReaction_c0				(1)  M-CPD2T-45-26_c0[c0] + (1)  cpd00267[c0] <=> (1)  cpd00010[c0] + (1)  cpd00067[c0] + (1)  cpd25852[c0]	(1)  oleoyl-CoA[c0] + (1)  Sphingoid[c0] <=> (1)  CoA[c0] + (1)  H+[c0] + (1)  4-sphingenine-18:1[c0]	rxn00000				
R-RXN2T-45-282-45-L2R_c0	=	Cytosol_0	124807_gene	CustomReaction_c0				(1)  M-CPD2T-45-32_c0[c0] + (1)  cpd00327[c0] <=> (1)  cpd00010[c0] + (1)  cpd25125[c0]	(1)  1-linoleyl-2-lyso-phosphatidate[c0] + (1)  strcoa[c0] <=> (1)  CoA[c0] + (1)  1,2-(9Z-octadecenoyl) -sn-glycero-3-phosphate[c0]	rxn00000				
R-ATPSYN-45-RXN-45-L2R-91-CCO-45-VAC-45-LUM-93_c0	=	Cytosol_0	115849_gene	CustomReaction_v0				(1)  cpd00008[c0] + (1)  cpd00009[c0] + (4)  cpd00067[v0] <=> (1)  cpd00001[c0] + (1)  cpd00002[c0] + (3)  cpd00067[c0]	(1)  ADP[c0] + (1)  Phosphate[c0] + (4)  H+[v0] <=> (1)  H2O[c0] + (1)  ATP[c0] + (3)  H+[c0]	rxn00000				
R-RXN2T-45-132-45-L2R_c0	=	Cytosol_0	149901_gene	CustomReaction_c0				(1)  cpd00190[c0] <=> (1)  cpd22786_c0[c0]	(1)  beta-D-Glucose[c0] <=> (1)  alpha-D-fructofuranose[c0]	rxn00000				
R-RXN2T-45-313-45-L2R_c0	=	Cytosol_0	44438_gene	CustomReaction_c0				(1)  M-CPD2T-45-26_c0[c0] + (1)  cpd00080[c0] <=> (1)  M-L-45-1-45-LYSOPHOSPHATIDATE_c0[c0] + (1)  cpd00010[c0]	(1)  oleoyl-CoA[c0] + (1)  Glycerol-3-phosphate[c0] <=> (1)  1-oleyl-2-lyso-phosphatidate[c0] + (1)  CoA[c0]	rxn00000				
rxn15001_c0	=	Cytosol_0	46497_gene	CustomReaction_c0		-3.11		(1)  cpd00001[c0] + (1)  cpd00794[c0] <=> (2)  cpd00190[c0]	(1)  H2O[c0] + (1)  TRHL[c0] <=> (2)  beta-D-Glucose[c0]	rxn15001				
R-RXN-45-2043-45-L2R-91-CCO-45-EXTRACELLULAR-93_e0	=	Extracellular_0	(43927_gene or 114469_gene or 124054_gene or 163280_gene)	CustomReaction_e0				(1)  cpd00001[e0] + (1)  cpd11746[e0] <=> (1)  cpd26683_e0[e0]	(1)  H2O[e0] + (1)  Cellulose[e0] <=> (1)  Cellodextrins[e0]	rxn00000				
R-RXN2T-45-304-45-L2R_c0	=	Cytosol_0	124807_gene	CustomReaction_c0				(1)  M-CPD2T-45-27_c0[c0] + (1)  M-L-45-1-45-LYSOPHOSPHATIDATE_c0[c0] <=> (1)  cpd00010[c0] + (1)  cpd25127[c0]	(1)  linoleoyl-CoA[c0] + (1)  1-oleyl-2-lyso-phosphatidate[c0] <=> (1)  CoA[c0] + (1)  1-(9Z-octadecenoyl) -2-(9Z, 12Z-octadecadienoyl) -sn-glycero-3-phosphate[c0]	rxn00000				
R-RXN2T-45-291-45-L2R_c0	=	Cytosol_0	124807_gene	CustomReaction_c0				(1)  M-CPD2T-45-28_c0[c0] + (1)  M-CPD2T-45-32_c0[c0] <=> (1)  cpd00010[c0] + (1)  cpd25130[c0]	(1)  linoleneoyl-CoA[c0] + (1)  1-linoleyl-2-lyso-phosphatidate[c0] <=> (1)  CoA[c0] + (1)  1-(9Z,12Z-octadecadienoyl) -2-(9Z,12Z,15Z-octadecatrienoyl) -sn-glycero-3-phosphate[c0]	rxn00000				
rxn15189_c0	=	Cytosol_0	116002_gene	CustomReaction_c0		4.7		(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd01487_c0[c0] <=> (1)  cpd00006[c0] + (1)  cpd00306[c0]	(1)  NADPH[c0] + (1)  H+[c0] + (1)  alpha-D-Xylose[c0] <=> (1)  NADP[c0] + (1)  Xylitol[c0]	rxn15189		R01431_C00181xC01394	Pentose and glucuronate interconversions	
R-TRANS-45-RXN2T-45-225-45-L2R-91-CCO-45-MIT-93_m0	=	m_0	113623_gene	CustomReaction_m0				(1)  cpd00002[m0] + (1)  cpd00008[c0] + (1)  cpd00067[c0] <=> (1)  cpd00002[c0] + (1)  cpd00008[m0] + (1)  cpd00067[m0]	(1)  ATP[m0] + (1)  ADP[c0] + (1)  H+[c0] <=> (1)  ATP[c0] + (1)  ADP[m0] + (1)  H+[m0]	rxn00000				
R-RXN2T-45-303-45-L2R_c0	=	Cytosol_0	124807_gene	CustomReaction_c0				(1)  M-CPD2T-45-28_c0[c0] + (1)  cpd15329[c0] <=> (1)  cpd00010[c0] + (1)  cpd25126[c0]	(1)  linoleneoyl-CoA[c0] + (1)  1-octadecanoyl-sn-glycerol 3-phosphate[c0] <=> (1)  CoA[c0] + (1)  1-18:0-2-18:3-phosphatidate[c0]	rxn00000				
R-RXN2T-45-111-45-R2L_c0	=	Cytosol_0	121406_gene	CustomReaction_c0				(1)  cpd00004[c0] + (1)  cpd00011[c0] + (1)  cpd00650[c0] <=> (1)  cpd00003[c0] + (1)  cpd00413[c0]	(1)  NADH[c0] + (1)  CO2[c0] + (1)  Crotonyl-CoA[c0] <=> (1)  NAD[c0] + (1)  Glutaryl-CoA[c0]	rxn00000				
R-CYTOCHROME-45-C-45-OXIDASE-45-RXN-45-L2R-91-CCO-45-MIT-93_m0	=	m_0	123395_gene	CustomReaction_m0				(4)  M-Cytochromes-45-C-45-Reduced_c0[c0] + (1)  cpd00007[m0] + (8)  cpd00067[m0] <=> (2)  cpd00001[m0] + (4)  cpd00067[c0] + (4)  cpd00109[c0]	(4)  a reduced cytochrome c[c0] + (1)  O2[m0] + (8)  H+[m0] <=> (2)  H2O[m0] + (4)  H+[c0] + (4)  Cytochrome c3+[c0]	rxn00000				
rxn10204_c0	=	Cytosol_0	44438_gene	acyl-CoA:sn-glycerol-3-phosphate 1-O-acyltransferase_c0		-3.61		(1)  cpd00080[c0] + (1)  cpd00327[c0] <=> (1)  cpd00010[c0] + (1)  cpd15329[c0]	(1)  Glycerol-3-phosphate[c0] + (1)  strcoa[c0] <=> (1)  CoA[c0] + (1)  1-octadecanoyl-sn-glycerol 3-phosphate[c0]	rxn10204				Biosynthesis|CDP-diacylglycerol-Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN-PWY|PHOSLIPSYN2-PWY|PWY4FS-8|PhosphatidylglycerolBiosynthesis|Phospholipid-Biosynthesis|TRIGLSYN-PWY
R-RXN-45-9615-45-L2R-91-CCO-45-EXTRACELLULAR-93_e0	=	Extracellular_0	113192_gene	CustomReaction_e0				(1)  M-AMMONIUM-91-CCO-45-EXTRACELLULAR-93_e0[e0] <=> (1)  M-AMMONIUM_c0[c0]	(1)  ammonium[e0] <=> (1)  ammonium[c0]	rxn00000				
R-TRANS-45-RXN2T-45-50-45-L2R-91-CCO-45-PM-45-FUNGI-93_e0	=	Extracellular_0	117683_gene	CustomReaction_e0				(1)  cpd00307[e0] + (1)  cpd00360[e0] <=> (1)  cpd00307[c0] + (1)  cpd00360[c0]	(1)  Cytosine[e0] + (1)  Purine[e0] <=> (1)  Cytosine[c0] + (1)  Purine[c0]	rxn00000				
R-RXN2T-45-307-45-L2R_c0	=	Cytosol_0	124807_gene	CustomReaction_c0				(1)  M-CPD2T-45-26_c0[c0] + (1)  M-CPD2T-45-32_c0[c0] <=> (1)  cpd00010[c0] + (1)  cpd25126[c0]	(1)  oleoyl-CoA[c0] + (1)  1-linoleyl-2-lyso-phosphatidate[c0] <=> (1)  CoA[c0] + (1)  1-18:0-2-18:3-phosphatidate[c0]	rxn00000				
R-RXN-45-7644-45-L2R_c0	=	Cytosol_0	115260_gene	CustomReaction_c0				(1)  cpd00003[c0] + (1)  cpd00588[c0] <=> (1)  M-FRU_c0[c0] + (1)  cpd00004[c0] + (1)  cpd00067[c0]	(1)  NAD[c0] + (1)  Sorbitol[c0] <=> (1)  D-fructose[c0] + (1)  NADH[c0] + (1)  H+[c0]	rxn00000				
R-RXN2T-45-297-45-L2R_c0	=	Cytosol_0	124807_gene	CustomReaction_c0				(1)  M-CPD2T-45-26_c0[c0] + (1)  M-L-45-1-45-LYSOPHOSPHATIDATE_c0[c0] <=> (1)  cpd00010[c0] + (1)  cpd25125[c0]	(1)  oleoyl-CoA[c0] + (1)  1-oleyl-2-lyso-phosphatidate[c0] <=> (1)  CoA[c0] + (1)  1,2-(9Z-octadecenoyl) -sn-glycero-3-phosphate[c0]	rxn00000				
R-GUANINE-45-DEAMINASE-45-RXN-45-L2R_c0	=	Cytosol_0	(164012_gene or 164012_gene)	CustomReaction_c0				(1)  cpd00001[c0] + (1)  cpd00207[c0] <=> (1)  M-AMMONIA_c0[c0] + (1)  cpd00309[c0]	(1)  H2O[c0] + (1)  Guanine[c0] <=> (1)  ammonia[c0] + (1)  XAN[c0]	rxn00000				
R-ATPSYN-45-RXN-45-R2L-91-CCO-45-EXTRACELLULAR-93_c0	=	Cytosol_0	115849_gene	CustomReaction_e0				(1)  cpd00001[c0] + (1)  cpd00002[c0] + (3)  cpd00067[c0] <=> (1)  cpd00008[c0] + (1)  cpd00009[c0] + (4)  cpd00067[e0]	(1)  H2O[c0] + (1)  ATP[c0] + (3)  H+[c0] <=> (1)  ADP[c0] + (1)  Phosphate[c0] + (4)  H+[e0]	rxn00000				
R-RXN2T-45-312-45-L2R_c0	=	Cytosol_0	44438_gene	CustomReaction_c0				(1)  M-CPD2T-45-27_c0[c0] + (1)  cpd00080[c0] <=> (1)  M-CPD2T-45-32_c0[c0] + (1)  cpd00010[c0]	(1)  linoleoyl-CoA[c0] + (1)  Glycerol-3-phosphate[c0] <=> (1)  1-linoleyl-2-lyso-phosphatidate[c0] + (1)  CoA[c0]	rxn00000				
rxn01108_c0	=	Cytosol_0	116642_gene	beta-D-Glucose:NAD+ 1-oxoreductase_c0		-2		(1)  cpd00003[c0] + (1)  cpd00190[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd00170[c0]	(1)  NAD[c0] + (1)  beta-D-Glucose[c0] <=> (1)  NADH[c0] + (1)  H+[c0] + (1)  Gluconolactone[c0]	rxn01108		R01520	Pentose phosphate pathway	Carbohydrates-Degradation|Degradation|NPGLUCAT-PWY|Sugars-And-Polysaccharides
rxn00599_c0	=	Cytosol_0	42080_gene	succinyl-CoA:glycine C-succinyltransferase (decarboxylating)_c0		2.16		(1)  cpd00033[c0] + (1)  cpd00067[c0] + (1)  cpd00078[c0] <=> (1)  cpd00010[c0] + (1)  cpd00011[c0] + (1)  cpd00338[c0]	(1)  Glycine[c0] + (1)  H+[c0] + (1)  Succinyl-CoA[c0] <=> (1)  CoA[c0] + (1)  CO2[c0] + (1)  5-Aminolevulinate[c0]	rxn00599		R00830	Glycine, serine and threonine metabolism|Porphyrin and chlorophyll metabolism	Biosynthesis|Chlorophyll-Biosynthesis|Chlorophyll-a-Biosynthesis|Cofactor-Biosynthesis|HEME-SYN|Porphyrin-Compounds-Biosynthesis|Tetrapyrrole-Biosynthesis
R-TRANS-45-RXN2T-45-233-45-L2R-91-CCO-45-EXTRACELLULAR-93_e0	=	Extracellular_0	117276_gene	CustomReaction_e0				(1)  cpd00029[e0] <=> (1)  cpd00029[c0]	(1)  Acetate[e0] <=> (1)  Acetate[c0]	rxn00000				
rxn00259_c0	=	Cytosol_0	117096_gene	(3S)-citryl-CoA oxaloacetate-lyase (acetyl-CoA-forming)_c0		3.17		(1)  cpd00442[c0] <=> (1)  cpd00022[c0] + (1)  cpd00032[c0]	(1)  (3S) -Citryl-CoA[c0] <=> (1)  Acetyl-CoA[c0] + (1)  Oxaloacetate[c0]	rxn00259		R00354	Carbon fixation pathways in prokaryotes	Autotrophic-CO2-Fixation|C1-COMPOUNDS|CO2-Fixation|Degradation|Reductive-TCA-Cycles
rxn05120_c0	=	Cytosol_0	132668_gene	CustomReaction_c0		-21.42		(1)  cpd00001[c0] + (1)  cpd00028[c0] + (1)  cpd00350[c0] <=> (1)  cpd00012[c0] + (1)  cpd11313[c0]	(1)  H2O[c0] + (1)  Heme[c0] + (1)  Farnesyldiphosphate[c0] <=> (1)  PPi[c0] + (1)  hemeO[c0]	rxn05120	HEMEOS	R07411	Porphyrin and chlorophyll metabolism	
R-RXN2T-45-311-45-L2R_c0	=	Cytosol_0	44438_gene	CustomReaction_c0				(1)  M-CPD2T-45-28_c0[c0] + (1)  cpd00080[c0] <=> (1)  M-CPD2T-45-34_c0[c0] + (1)  cpd00010[c0]	(1)  linoleneoyl-CoA[c0] + (1)  Glycerol-3-phosphate[c0] <=> (1)  1-linoleneoyl-2-lyso-phosphatidate[c0] + (1)  CoA[c0]	rxn00000				
R-RXN2T-45-302-45-L2R_c0	=	Cytosol_0	124807_gene	CustomReaction_c0				(1)  M-CPD2T-45-28_c0[c0] + (1)  cpd15329[c0] <=> (1)  cpd00010[c0] + (1)  cpd25127[c0]	(1)  linoleneoyl-CoA[c0] + (1)  1-octadecanoyl-sn-glycerol 3-phosphate[c0] <=> (1)  CoA[c0] + (1)  1-(9Z-octadecenoyl) -2-(9Z, 12Z-octadecadienoyl) -sn-glycero-3-phosphate[c0]	rxn00000				
R-RXN2T-45-306-45-L2R_c0	=	Cytosol_0	124807_gene	CustomReaction_c0				(1)  M-CPD2T-45-26_c0[c0] + (1)  M-CPD2T-45-32_c0[c0] <=> (1)  cpd00010[c0] + (1)  cpd25127[c0]	(1)  oleoyl-CoA[c0] + (1)  1-linoleyl-2-lyso-phosphatidate[c0] <=> (1)  CoA[c0] + (1)  1-(9Z-octadecenoyl) -2-(9Z, 12Z-octadecadienoyl) -sn-glycero-3-phosphate[c0]	rxn00000				
rxn00020_e0	=	Extracellular_0	(124829_gene)	cellobiose glucohydrolase_e0		-3.11		(1)  cpd00001[e0] + (1)  cpd00158[e0] <=> (2)  cpd00190[e0]	(1)  H2O[e0] + (1)  CELB[e0] <=> (2)  beta-D-Glucose[e0]	rxn00020		R00026	Starch and sucrose metabolism	
R-RXN2T-45-294-45-L2R_c0	=	Cytosol_0	124807_gene	CustomReaction_c0				(1)  M-CPD2T-45-27_c0[c0] + (1)  cpd15329[c0] <=> (1)  cpd00010[c0] + (1)  cpd25125[c0]	(1)  linoleoyl-CoA[c0] + (1)  1-octadecanoyl-sn-glycerol 3-phosphate[c0] <=> (1)  CoA[c0] + (1)  1,2-(9Z-octadecenoyl) -sn-glycero-3-phosphate[c0]	rxn00000				
rxn00881_c0	=	Cytosol_0	(125634_gene)	1D-myo-Inositol 1-phosphate phosphohydrolase_c0		7.21		(1)  cpd00009[c0] + (1)  cpd00121[c0] <=> (1)  cpd00001[c0] + (1)  cpd00867[c0]	(1)  Phosphate[c0] + (1)  L-Inositol[c0] <=> (1)  H2O[c0] + (1)  Inositol 1-phosphate[c0]	rxn00881	MI1PP	R01185	Inositol phosphate metabolism	CYCLITOLS-DEG|Degradation|Phytate-Degradation|SECONDARY-METABOLITE-DEGRADATION|Sugar-Derivatives
R-FRUCTOKINASE-45-RXN-45-L2R_c0	=	Cytosol_0	121157_gene	CustomReaction_c0				(1)  M-BETA-45-D-45-FRUCTOSE_c0[c0] + (1)  cpd00002[c0] <=> (1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  cpd00072[c0]	(1)  beta-D-fructofuranose[c0] + (1)  ATP[c0] <=> (1)  ADP[c0] + (1)  H+[c0] + (1)  D-fructose-6-phosphate[c0]	rxn00000				
rxn26746_c0	=	Cytosol_0	117484_gene	CustomReaction_c0		-7.21		(1)  cpd00001[c0] + (1)  cpd27794_c0[c0] <=> (1)  cpd00009[c0] + (1)  cpd08926[c0]	(1)  H2O[c0] + (1)  phytosphingosine-1-P[c0] <=> (1)  Phosphate[c0] + (1)  Phytosphingosine[c0]	rxn26746				Biosynthesis|Degradation|Fatty-Acid-and-Lipid-Degradation|Lipid-Biosynthesis|SPHINGOLIPID-SYN-PWY
R-RXN2T-45-292-45-L2R_c0	=	Cytosol_0	124807_gene	CustomReaction_c0				(1)  M-CPD2T-45-28_c0[c0] + (1)  cpd02496[c0] <=> (1)  cpd00010[c0] + (1)  cpd25205[c0]	(1)  linoleneoyl-CoA[c0] + (1)  1-Palmitoylglycerol 3-phosphate[c0] <=> (1)  CoA[c0] + (1)  1-(9Z,12Z,15Z-octadecatrienoyl) -2-hexadecanoyl-sn-glycero-3-phosphate[c0]	rxn00000				
R-RXN2T-45-283-45-L2R_c0	=	Cytosol_0	124807_gene	CustomReaction_c0				(1)  cpd00327[c0] + (1)  cpd02496[c0] <=> (1)  M-CPD2T-45-70_c0[c0] + (1)  cpd00010[c0]	(1)  strcoa[c0] + (1)  1-Palmitoylglycerol 3-phosphate[c0] <=> (1)  1-16:0-2-18:0-phosphatidate[c0] + (1)  CoA[c0]	rxn00000				
R-RXN2T-45-135-45-L2R_c0	=	Cytosol_0	149901_gene	CustomReaction_c0				(1)  cpd00190[c0] <=> (1)  M-BETA-45-D-45-FRUCTOSE_c0[c0]	(1)  beta-D-Glucose[c0] <=> (1)  beta-D-fructofuranose[c0]	rxn00000				
R-L-45-LACTATE-45-DEHYDROGENASE-45-CYTOCHROME-45-RXN-45-L2R_c0	=	Cytosol_0	121664_gene	CustomReaction_c0				(2)  cpd00109[c0] + (1)  cpd00159[c0] <=> (2)  M-Cytochromes-45-C-45-Reduced_c0[c0] + (1)  cpd00020[c0] + (2)  cpd00067[c0]	(2)  Cytochrome c3+[c0] + (1)  L-Lactate[c0] <=> (2)  a reduced cytochrome c[c0] + (1)  Pyruvate[c0] + (2)  H+[c0]	rxn00000				
rxn00250_m0	=	m_0	118689_gene	CustomReaction_m0		-1.07		(1)  cpd00002[m0] + (1)  cpd00020[m0] + (1)  cpd00242[m0] <=> (1)  cpd00008[m0] + (1)  cpd00009[m0] + (1)  cpd00032[m0] + (1)  cpd00067[m0]	(1)  ATP[m0] + (1)  Pyruvate[m0] + (1)  H2CO3[m0] <=> (1)  ADP[m0] + (1)  Phosphate[m0] + (1)  Oxaloacetate[m0] + (1)  H+[m0]	rxn00250	PC	R00344	Citrate cycle (TCA cycle)|Pyruvate metabolism|Carbon fixation pathways in prokaryotes	Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CARBO-BIOSYNTHESIS|CO2-Fixation|Carbohydrates-Biosynthesis|Degradation|Gluconeogenesis|P42-PWY|Reductive-TCA-Cycles
rxn15669_c0	=	Cytosol_0	121483_gene	CustomReaction_c0		-1.68		(1)  cpd00863[c0] <=> (1)  cpd02484[c0]	(1)  beta-D-Glucose 6-phosphate[c0] <=> (1)  Inositol 3-phosphate[c0]	rxn15669		R07324_C00092xC01172	Streptomycin biosynthesis|Inositol phosphate metabolism	
R-RXN2T-45-293-45-L2R_c0	=	Cytosol_0	124807_gene	CustomReaction_c0				(1)  M-CPD2T-45-27_c0[c0] + (1)  M-CPD2T-45-34_c0[c0] <=> (1)  cpd00010[c0] + (1)  cpd25130[c0]	(1)  linoleoyl-CoA[c0] + (1)  1-linoleneoyl-2-lyso-phosphatidate[c0] <=> (1)  CoA[c0] + (1)  1-(9Z,12Z-octadecadienoyl) -2-(9Z,12Z,15Z-octadecatrienoyl) -sn-glycero-3-phosphate[c0]	rxn00000				
rxn01109_c0	=	Cytosol_0	116642_gene	beta-D-Glucose:NADP+ 1-oxoreductase_c0		-2		(1)  cpd00006[c0] + (1)  cpd00190[c0] <=> (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd00170[c0]	(1)  NADP[c0] + (1)  beta-D-Glucose[c0] <=> (1)  NADPH[c0] + (1)  H+[c0] + (1)  Gluconolactone[c0]	rxn01109		R01521	Pentose phosphate pathway	Carbohydrates-Degradation|Degradation|NPGLUCAT-PWY|Sugars-And-Polysaccharides
rxn02169_c0	=	Cytosol_0	121406_gene	Glutaconyl-1-CoA carboxy-lyase_c0		-4.9		(1)  cpd00067[c0] + (1)  cpd01599[c0] <=> (1)  cpd00011[c0] + (1)  cpd00650[c0]	(1)  H+[c0] + (1)  Glutaconyl-1-CoA[c0] <=> (1)  CO2[c0] + (1)  Crotonyl-CoA[c0]	rxn02169		R03028	Benzoate degradation|Butanoate metabolism	AROMATIC-COMPOUNDS-DEGRADATION|Amino-Acid-Degradation|CARBOXYLATES-DEG|Degradation|Energy-Metabolism|Fermentation|GLUTAMATE-DEG|P162-PWY|TOLUENE-DEG|TRYPTOPHAN-DEG|TRYPTOPHAN-DEGRADATION-1
R-RXN2T-45-9-45-L2R-91-CCO-45-EXTRACELLULAR-93_e0	=	Extracellular_0	82632_gene	CustomReaction_e0				(1)  cpd00067[e0] + (1)  cpd01487_e0[e0] <=> (1)  cpd00067[c0] + (1)  cpd01487_c0[c0]	(1)  H+[e0] + (1)  alpha-D-Xylose[e0] <=> (1)  H+[c0] + (1)  alpha-D-Xylose[c0]	rxn00000				
R-RXN2T-45-299-45-L2R_c0	=	Cytosol_0	124807_gene	CustomReaction_c0				(1)  M-CPD2T-45-26_c0[c0] + (1)  cpd02496[c0] <=> (1)  M-CPD2T-45-23_c0[c0] + (1)  cpd00010[c0]	(1)  oleoyl-CoA[c0] + (1)  1-Palmitoylglycerol 3-phosphate[c0] <=> (1)  1-16:0-2-18:1-phosphatidate[c0] + (1)  CoA[c0]	rxn00000				
R-RXN2T-45-288-45-L2R_c0	=	Cytosol_0	124807_gene	CustomReaction_c0				(1)  M-CPD2T-45-28_c0[c0] + (1)  M-L-45-1-45-LYSOPHOSPHATIDATE_c0[c0] <=> (1)  cpd00010[c0] + (1)  cpd25129[c0]	(1)  linoleneoyl-CoA[c0] + (1)  1-oleyl-2-lyso-phosphatidate[c0] <=> (1)  CoA[c0] + (1)  1-(9Z-octadecenoyl) -2-(9Z,12Z,15Z-octadecatrienoyl) -sn-glycero-3-phosphate[c0]	rxn00000				
rxn16320_c0	=	Cytosol_0	116002_gene	CustomReaction_c0		4.7		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd01487_c0[c0] <=> (1)  cpd00003[c0] + (1)  cpd00306[c0]	(1)  NADH[c0] + (1)  H+[c0] + (1)  alpha-D-Xylose[c0] <=> (1)  NAD[c0] + (1)  Xylitol[c0]	rxn16320		R09477_C00181xC01394		
R-RXN2T-45-281-45-L2R_c0	=	Cytosol_0	124807_gene	CustomReaction_c0				(1)  M-CPD2T-45-69_c0[c0] + (1)  cpd00327[c0] <=> (1)  M-CPD2T-45-86_c0[c0] + (1)  cpd00010[c0]	(1)  1-arachadoylglycerol 3-phosphate[c0] + (1)  strcoa[c0] <=> (1)  1-20:0-2-18:0-phosphatidate[c0] + (1)  CoA[c0]	rxn00000				
